epoch,lr,train_loss,train_top1,train_top5
1,0.1,237.07472402875607,0.025168249285516732,0.07790172397898036
2,0.1,268.46445979036315,0.023232230109707753,0.07642666174979257
3,0.1,270.23408708478314,0.025813589010786394,0.07817829814695307
4,0.1,263.549134537296,0.022863464552410805,0.07107956116898681
5,0.1,276.0888593070043,0.021296210933898774,0.06988107310777174
6,0.1,278.42611482482556,0.023785378445653177,0.07485940813128054
7,0.1,264.938991256493,0.024061952613625887,0.08186595371992256
8,0.1,267.14175855626576,0.026090163178759104,0.08085184843735595
9,0.1,277.34334874744405,0.021204019544574536,0.08002212593343781
10,0.1,276.99462633474946,0.02240250760578962,0.08251129344519222,369.0697228515625,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.02857142857142857,0.0,0.0,0.2823914421162482,266.45686530082344,0.029094321914594087,0.12200844673862037,0.0005654354765161878,0.0016450961775693876,0.01,0.02857142857142857,0.0,0.0,0.2632971202016542
11,0.1,266.28726845353805,0.02396976122430165,0.07753295842168341
12,0.1,263.1964009129266,0.023785378445653177,0.08057527426938324
13,0.1,265.98814942542884,0.02369318705632894,0.07937678620816815
14,0.1,264.38057777880965,0.024246335392274363,0.0851848437355951
15,0.1,266.237299507924,0.02387756983497741,0.08223471927721951
16,0.1,272.53170495021396,0.024707292338895546,0.08269567622384069
17,0.1,270.9118855573883,0.02590578040011063,0.0779939153683046
18,0.1,264.77091378041143,0.022679081773762332,0.08407854706370425
19,0.1,270.80776909734726,0.02498386650686826,0.09173043237761593
20,0.1,260.8152553881546,0.02387756983497741,0.08288005900248917,325.5576787109375,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.02857142857142857,0.0,0.0,0.17428176829362485,258.4611121418889,0.025340215861098078,0.058188643829188175,0.000494279176201373,0.0012525141020588522,0.01,0.02857142857142857,0.0,0.0,0.15893932128983104
21,0.1,271.798094732482,0.020835253987277588,0.07237024061952614
22,0.1,265.59402768829733,0.024154144002950125,0.07375311145938969
23,0.1,274.43366927305783,0.022494698995113856,0.07817829814695307
24,0.1,260.40876752716764,0.022679081773762332,0.0772563842537107
25,0.1,271.93577427273686,0.026643311514704525,0.08177376233059833
26,0.1,273.04848762062755,0.02341661288835623,0.07532036507790173
27,0.1,262.1880832832838,0.023785378445653177,0.07596570480317139
28,0.1,270.20880547002395,0.022125933437816908,0.07651885313911681
29,0.1,262.9592726559664,0.026366737346731815,0.0879505854153222
30,0.1,260.9743389482376,0.023140038720383515,0.07771734120033189,369.8328309082031,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.02857142857142857,0.0,0.0,0.3142528645790327,306.8653565025956,0.035194744251525106,0.08259033317691225,0.0006799637352674524,0.002393114976304971,0.01,0.02857142857142857,0.0,0.0,0.28905746202210014
31,0.1,260.78027018936285,0.023232230109707753,0.07319996312344428
32,0.1,270.72977207873487,0.021941550659168432,0.0787314464828985
33,0.1,267.1222668634842,0.024246335392274363,0.08232691066654374
34,0.1,268.50052676091406,0.026274545957407577,0.08453950401032544
35,0.1,262.94782155584585,0.021019636765926063,0.07356872868074121
36,0.1,281.0105279117309,0.023508804277680463,0.0869364801327556
37,0.1,265.1459841309269,0.02304784733105928,0.08232691066654374
38,0.1,260.0340931089592,0.02590578040011063,0.08306444178113764
39,0.1,274.3289723713255,0.021664976491195722,0.0730155803447958
40,0.1,260.9695442504264,0.02231031621646538,0.07319996312344428,296.5262360351563,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.02857142857142857,0.0,0.0,0.16713011852192206,242.54192533810783,0.02111684655091506,0.030971374941342094,0.0004136029411764706,0.0008733989841830678,0.01,0.02857142857142857,0.0,0.0,0.15601356008710163
41,0.1,265.8241721478829,0.02396976122430165,0.08269567622384069
42,0.1,262.56022613235604,0.023508804277680463,0.07449064257398359
43,0.1,268.97832563781316,0.025168249285516732,0.07439845118465935
44,0.1,253.952249910487,0.02489167511754402,0.08564580068221628
45,0.1,263.07575786059886,0.02526044067484097,0.07384530284871393
46,0.1,270.6557526805164,0.0236009956670047,0.07356872868074121
47,0.1,267.3227879730053,0.02231031621646538,0.07107956116898681
48,0.1,262.80804741163894,0.023140038720383515,0.0829722503918134
49,0.1,269.00112670549566,0.022771273163086567,0.07615008758181986
50,0.1,265.1965153095326,0.02341661288835623,0.0794689775974924,346.405881640625,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.02857142857142857,0.0,0.0,0.23291880969341947,287.83915961062837,0.0337869544814641,0.07508212106992022,0.0006536541080344985,0.0022084981594783617,0.01,0.02857142857142857,0.0,0.0,0.2091319534270473
51,0.1,276.9532858482031,0.0211118281552503,0.07107956116898681
52,0.1,261.43974598346244,0.02203374204849267,0.06785286254263852
53,0.1,272.3093777538126,0.02396976122430165,0.08472388678897391
54,0.1,261.44437677765524,0.02332442149903199,0.07522817368857748
55,0.1,271.2451675399565,0.022679081773762332,0.08131280538397713
56,0.1,268.6262817425014,0.0236009956670047,0.07956116898681663
57,0.1,272.6410124637987,0.023785378445653177,0.08011431732276206
58,0.1,267.9842148340604,0.022494698995113856,0.0722780492302019
59,0.1,270.5998396452774,0.026090163178759104,0.07707200147506223
60,0.1,270.70924926628396,0.0236009956670047,0.08859592514059186,299.06132451171874,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.02857142857142857,0.0,0.0,0.12910065833052092,204.10052798847144,0.0337869544814641,0.06241201313937119,0.0006536541080344985,0.0022084981594783617,0.01,0.02857142857142857,0.0,0.0,0.10531385971409746
61,0.1,265.53358876005103,0.02369318705632894,0.07218585784087767
62,0.1,264.7929978917972,0.022218124827141146,0.0779939153683046
63,0.1,258.4450221004998,0.021849359269844198,0.06729971420669309
64,0.1,262.03682730333526,0.02489167511754402,0.07771734120033189
65,0.1,275.521333885949,0.022494698995113856,0.08002212593343781
66,0.1,268.4689137235571,0.022125933437816908,0.071540518115608
67,0.1,261.93321709832014,0.0236009956670047,0.07679542730708952
68,0.1,276.69746504852475,0.024522909560247073,0.07707200147506223
69,0.1,265.5416040175234,0.025813589010786394,0.07734857564303493
70,0.1,273.3543035254518,0.021204019544574536,0.08140499677330137,361.7918239257813,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.02857142857142857,0.0,0.0,0.27760971718481753,272.3355541542515,0.022055373064289067,0.1318629751290474,0.0004315886134067952,0.0009518847878986098,0.01,0.02857142857142857,0.0,0.0,0.2655545844670434
71,0.1,272.02636016229553,0.02074306259795335,0.08168157094127408
72,0.1,267.8856948032416,0.021204019544574536,0.08158937955194985
73,0.1,278.14340153973126,0.024154144002950125,0.08039089149073476
74,0.1,262.786756167865,0.024246335392274363,0.08214252788789526
75,0.1,270.5602547227155,0.021849359269844198,0.07633447036046834
76,0.1,261.6289930086021,0.025352632064165208,0.08103623121600442
77,0.1,275.1429823654483,0.021941550659168432,0.08029870010141053
78,0.1,272.88214676833167,0.025076057896192494,0.08251129344519222
79,0.1,273.7344332357656,0.02461510094957131,0.08260348483451646
80,0.1,259.8165501246114,0.020650871208629115,0.08177376233059833,320.3858026855469,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.02857142857142857,0.0,0.0,0.27444581504427307,259.993195038343,0.011731581417175035,0.06381980290943219,0.00023191094619666046,0.0002720682146840221,0.01,0.02857142857142857,0.0,0.0,0.2727142058750375
81,0.1,275.21137016200026,0.02240250760578962,0.0854614179035678
82,0.1,266.25373265964595,0.022125933437816908,0.07808610675762884
83,0.1,269.37378415993703,0.025444823453489446,0.07495159952060478
84,0.1,271.5268713957353,0.021941550659168432,0.07541255646722596
85,0.1,277.18315427380463,0.022863464552410805,0.07283119756614732
86,0.1,267.3621689297147,0.024707292338895546,0.07762514981100765
87,0.1,268.09454340076206,0.022494698995113856,0.07615008758181986
88,0.1,267.5672836479552,0.02396976122430165,0.08500046095694662
89,0.1,263.98122451091524,0.024338526781598598,0.07707200147506223
90,0.1,275.81085106044407,0.021941550659168432,0.07347653729141698,322.575773046875,0.01,0.05,0.00019801980198019803,0.000198019801980198,0.01,0.0,0.02857142857142857,0.0,0.15684883624322524,250.3184950572121,0.00328484279680901,0.050680431722196155,6.548175865294668e-05,2.1509728323351797e-05,0.01,0.0,0.02857142857142857,0.0,0.16356390877644006
91,0.1,271.23856809891635,0.026090163178759104,0.08813496819397068
92,0.1,268.99428898426333,0.023232230109707753,0.0755047478565502
93,0.1,270.2664703779906,0.022218124827141146,0.07384530284871393
94,0.1,270.7221630930274,0.026090163178759104,0.0851848437355951
95,0.1,279.13733477068024,0.02526044067484097,0.07661104452844104
96,0.1,265.982389041946,0.025168249285516732,0.0819581451092468
97,0.1,260.4054300219076,0.022771273163086567,0.06942011616115056
98,0.1,273.50161201151394,0.024338526781598598,0.07559693924587443
99,0.1,270.63357377388604,0.023232230109707753,0.07015764727574444
