epoch,lr,train_loss,train_top1,train_top5,balanced_test_loss,balanced_test_top1,balanced_test_top5,balanced_test_macro_f1,balanced_test_weighted_f1,balanced_test_balanced_acc,balanced_test_many_acc,balanced_test_medium_acc,balanced_test_few_acc,balanced_test_ece,imbalanced_test_loss,imbalanced_test_top1,imbalanced_test_top5,imbalanced_test_macro_f1,imbalanced_test_weighted_f1,imbalanced_test_balanced_acc,imbalanced_test_many_acc,imbalanced_test_medium_acc,imbalanced_test_few_acc,imbalanced_test_ece
1,0.1,6.06207197704018,0.04037982852401586,0.17682308472388678,,,,,,,,,,,,,,,,,,,,
2,0.1,5.12905437820813,0.03936572324144925,0.18263114225131372,,,,,,,,,,,,,,,,,,,,
3,0.1,5.124846275911976,0.03964229740942196,0.18180141974739558,,,,,,,,,,,,,,,,,,,,
4,0.1,5.1177750348583215,0.04203927353185213,0.18770166866414678,,,,,,,,,,,,,,,,,,,,
5,0.1,5.1195386919303125,0.039550106020097724,0.18097169724347745,,,,,,,,,,,,,,,,,,,,
6,0.1,5.103981187665167,0.044251866875633816,0.18410620448050152,,,,,,,,,,,,,,,,,,,,
7,0.1,5.116972637624909,0.04250023047847331,0.1855812667096893,,,,,,,,,,,,,,,,,,,,
8,0.1,5.1027081714112095,0.04563473771549737,0.19341753480224946,,,,,,,,,,,,,,,,,,,,
9,0.1,5.097406940832988,0.048492670784548726,0.1905596017331981,,,,,,,,,,,,,,,,,,,,
10,0.1,5.0842024539487864,0.0479395224486033,0.19710519037521895,6.974435585021973,0.0149,0.055,0.0009263183127030685,0.0009263183127030684,0.0149,0.04257142857142857,0.0,0.0,0.0030667255295679166,5.108275126426335,0.047395588925387144,0.15767245424683246,0.003018714320566373,0.011859274446144437,0.014648206862537871,0.04185201960725106,0.0,0.0,0.029431964501623727
11,0.1,5.082167303637996,0.05181156080022126,0.1982114870471098,,,,,,,,,,,,,,,,,,,,
12,0.1,5.0677980842970145,0.053931962754678715,0.20973541071263943,,,,,,,,,,,,,,,,,,,,
13,0.1,5.063315110898099,0.053471005808057526,0.2140684060108786,,,,,,,,,,,,,,,,,,,,
14,0.1,5.049272756900965,0.05494606803724532,0.22835807135613534,,,,,,,,,,,,,,,,,,,,
15,0.1,5.035947934860478,0.0543929197012999,0.22411726744722044,,,,,,,,,,,,,,,,,,,,
16,0.1,5.026815141918934,0.058725914999539046,0.22688300912694753,,,,,,,,,,,,,,,,,,,,
17,0.1,5.008865444717555,0.059371254724808704,0.2297409421959989,,,,,,,,,,,,,,,,,,,,
18,0.1,5.00119462790902,0.057158661381027015,0.22909560247072924,,,,,,,,,,,,,,,,,,,,
19,0.1,4.987521184010584,0.06038536000737531,0.24191020558679818,,,,,,,,,,,,,,,,,,,,
20,0.1,4.984385768905855,0.06066193417534802,0.23748501889923482,6.873536766815185,0.0167,0.0763,0.0011290804257963307,0.0011290804257963307,0.0167,0.04771428571428571,0.0,0.0,0.002939595637451966,4.910398387058639,0.07179727827311122,0.2679493195682778,0.004022139010468684,0.017281614151985276,0.017128107366173553,0.048937449617638726,0.0,0.0,0.05216117256469642
21,0.1,4.964535990717049,0.06554807780953259,0.25076057896192494,,,,,,,,,,,,,,,,,,,,
22,0.1,4.935347871735556,0.07218585784087767,0.261270397344888,,,,,,,,,,,,,,,,,,,,
23,0.1,4.897948463512388,0.0829722503918134,0.27878676131649305,,,,,,,,,,,,,,,,,,,,
24,0.001,4.873668978024575,0.08472388678897391,0.289665345256753,,,,,,,,,,,,,,,,,,,,
25,0.001,6.265613029308008,0.10122614547801236,0.3144648289849728,,,,,,,,,,,,,,,,,,,,
26,0.001,5.962608165122006,0.0991057435235549,0.3172305706646999,,,,,,,,,,,,,,,,,,,,
27,1e-05,5.827141886407179,0.09541808795058541,0.2995298239144464,,,,,,,,,,,,,,,,,,,,
28,1e-05,5.76277516872265,0.09274453766018254,0.2859776896837835,,,,,,,,,,,,,,,,,,,,
29,1e-05,5.759454635691509,0.09652438462247626,0.28459481884391996,,,,,,,,,,,,,,,,,,,,
30,1e-05,5.776629215826733,0.09237577210288558,0.2829353738360837,7.142441491699219,0.0444,0.16,0.014454358973247174,0.014454358973247176,0.0444,0.10028571428571428,0.026285714285714287,0.0003333333333333333,0.02911117590270425,5.7383218480633325,0.09666823087752228,0.28202721726888785,0.023669806738615837,0.05924369900762337,0.04477713020724173,0.09613678068942129,0.03179787704555506,0.0,0.08170613304889758
