epoch,lr,train_loss,train_top1,train_top5,balanced_test_loss,balanced_test_top1,balanced_test_top5,balanced_test_macro_f1,balanced_test_weighted_f1,balanced_test_balanced_acc,balanced_test_many_acc,balanced_test_medium_acc,balanced_test_few_acc,balanced_test_ece,imbalanced_test_loss,imbalanced_test_top1,imbalanced_test_top5,imbalanced_test_macro_f1,imbalanced_test_weighted_f1,imbalanced_test_balanced_acc,imbalanced_test_many_acc,imbalanced_test_medium_acc,imbalanced_test_few_acc,imbalanced_test_ece
1,0.1,4.547784357518439,0.06702314003872038,0.23573338250207432,,,,,,,,,,,,,,,,,,,,
2,0.1,4.161203698693437,0.1050981838296303,0.31879782428321196,,,,,,,,,,,,,,,,,,,,
3,0.1,4.002351582715223,0.13533695952798008,0.3722688300912695,,,,,,,,,,,,,,,,,,,,
4,0.1,3.842709067363041,0.1681570941274085,0.42463353922743613,,,,,,,,,,,,,,,,,,,,
5,0.1,3.722500911184947,0.18908453950401033,0.4530284871393012,,,,,,,,,,,,,,,,,,,,
6,0.1,3.6153706647926205,0.2101963676592606,0.48889093758642943,,,,,,,,,,,,,,,,,,,,
7,0.1,3.48834120540385,0.232506683875726,0.5196828616207246,,,,,,,,,,,,,,,,,,,,
8,0.1,3.369761844994429,0.2615469715128607,0.5503825942656956,,,,,,,,,,,,,,,,,,,,
9,0.1,3.245498608804314,0.28265879966811097,0.5843090255370148,,,,,,,,,,,,,,,,,,,,
10,0.1,3.1435514755641147,0.2973172305706647,0.6082787867613165,5.21233687210083,0.1173,0.317,0.06816453930691052,0.06816453930691051,0.1173,0.2905714285714286,0.044571428571428574,0.0,0.03382827604622275,3.3274056541142136,0.2763960581886438,0.6030032848427969,0.09445326413808192,0.23123971708359697,0.1149024502983554,0.28261141231399833,0.04568130282415997,0.0,0.10899566023327519
11,0.1,3.016844684653231,0.3241449248640177,0.633354844657509,,,,,,,,,,,,,,,,,,,,
12,0.1,2.9246395295849044,0.35088042776804645,0.6566792661565409,,,,,,,,,,,,,,,,,,,,
13,0.1,2.8152504144225285,0.3680280261823546,0.6751175440213883,,,,,,,,,,,,,,,,,,,,
14,0.1,2.722506815050564,0.38591315571125656,0.699456070802987,,,,,,,,,,,,,,,,,,,,
15,0.1,2.622703314530879,0.40518115608002214,0.7197381764543191,,,,,,,,,,,,,,,,,,,,
16,0.1,2.556225685619633,0.4153222089056882,0.725914999539043,,,,,,,,,,,,,,,,,,,,
17,0.1,2.4378213014010957,0.4461141329399834,0.7471190190836176,,,,,,,,,,,,,,,,,,,,
18,0.1,2.370473234798762,0.4575458652161888,0.7611321102609017,,,,,,,,,,,,,,,,,,,,
19,0.1,2.278165008809211,0.4770904397529271,0.779939153683046,,,,,,,,,,,,,,,,,,,,
20,0.1,2.230941700805681,0.4859408131280538,0.7791094311791279,4.759730419921875,0.1885,0.4271,0.1516991119306163,0.15169911193061625,0.1885,0.40085714285714286,0.12485714285714283,0.015000000000000003,0.02684841551529122,2.890300599581084,0.38995776630689816,0.6874706710464571,0.18430727369352218,0.37631671730190025,0.18374919615075888,0.3859958764499214,0.11995420779034223,0.02222222222222222,0.13303108583248877
21,0.1,2.153363977828597,0.4977413109615562,0.79939153683046,,,,,,,,,,,,,,,,,,,,
22,0.1,2.0750829820821086,0.5187609477274823,0.8075043790909929,,,,,,,,,,,,,,,,,,,,
23,0.1,2.009855247768178,0.5331428044620632,0.8190283027565225,,,,,,,,,,,,,,,,,,,,
24,0.001,1.9776867247291607,0.5370148428136812,0.8229925324974647,,,,,,,,,,,,,,,,,,,,
25,0.001,2.8462342593684617,0.5976767769890292,0.8617129160136443,,,,,,,,,,,,,,,,,,,,
26,0.001,2.521845938940251,0.6038536000737531,0.8689038443809348,,,,,,,,,,,,,,,,,,,,
27,1e-05,2.3798198757319335,0.6086475523186134,0.8653083801972896,,,,,,,,,,,,,,,,,,,,
28,1e-05,2.2726422409709284,0.6087397437079377,0.8645708490826957,,,,,,,,,,,,,,,,,,,,
29,1e-05,2.278151948957319,0.6102148059371255,0.865492762975938,,,,,,,,,,,,,,,,,,,,
30,1e-05,2.2898283990350223,0.6037614086844288,0.8651239974186411,4.601284796905517,0.3494,0.6421,0.3068992106813433,0.3068992106813434,0.34939999999999993,0.5219999999999999,0.37,0.12399999999999997,0.12115566509865844,3.068620694181495,0.4974190520882215,0.7714687939934303,0.29904402208314657,0.5118389673888116,0.3457646523263193,0.5065323593865693,0.3623190282124382,0.13888888888888887,0.22211588367550997
