epoch,lr,train_loss,train_top1,train_top5,balanced_test_loss,balanced_test_top1,balanced_test_top5,balanced_test_macro_f1,balanced_test_weighted_f1,balanced_test_balanced_acc,balanced_test_many_acc,balanced_test_medium_acc,balanced_test_few_acc,balanced_test_ece,imbalanced_test_loss,imbalanced_test_top1,imbalanced_test_top5,imbalanced_test_macro_f1,imbalanced_test_weighted_f1,imbalanced_test_balanced_acc,imbalanced_test_many_acc,imbalanced_test_medium_acc,imbalanced_test_few_acc,imbalanced_test_ece
1,0.1,3.939171345121599,0.1023324421499032,0.2975938047386374,,,,,,,,,,,,,,,,,,,,
2,0.1,3.6222223191697815,0.15193140960634277,0.40628745275191297,,,,,,,,,,,,,,,,,,,,
3,0.1,3.454744083008547,0.18972987922927997,0.4573614824375403,,,,,,,,,,,,,,,,,,,,
4,0.1,3.2910871011623755,0.22125933437816908,0.503088411542362,,,,,,,,,,,,,,,,,,,,
5,0.1,3.1616133075491497,0.24403060754125563,0.5357241633631419,,,,,,,,,,,,,,,,,,,,
6,0.1,3.0223074151017406,0.26956762238406934,0.5768415230017516,,,,,,,,,,,,,,,,,,,,
7,0.1,2.8919678268712206,0.30238775698349774,0.6052364709136167,,,,,,,,,,,,,,,,,,,,
8,0.1,2.789118151714409,0.31575550843551214,0.6319719738176455,,,,,,,,,,,,,,,,,,,,
9,0.1,2.6806840310615914,0.34442703051534984,0.6567714575458652,,,,,,,,,,,,,,,,,,,,
10,0.1,2.560608001461752,0.37088595925140594,0.6831381948925971,4.6266133506774905,0.1483,0.3656,0.09954998078946886,0.09954998078946888,0.1483,0.3617142857142857,0.062,0.0,0.5459806132437887,2.809667995422449,0.334115438761145,0.659784138901924,0.13588730645189764,0.2943424866020287,0.14893599675209448,0.3464693702296494,0.07906204906204906,0.0,0.3893541978657409
11,0.1,2.4817104640287924,0.38434590209274455,0.6977966257951508,,,,,,,,,,,,,,,,,,,,
12,0.1,2.3944551881429863,0.40518115608002214,0.7123628653083802,,,,,,,,,,,,,,,,,,,,
13,0.1,2.299004543099061,0.42260532866230294,0.735595095418088,,,,,,,,,,,,,,,,,,,,
14,0.1,2.2464792838544576,0.432746381487969,0.7419563012814603,,,,,,,,,,,,,,,,,,,,
15,0.1,2.15948284337232,0.4489720660090348,0.7617774499861713,,,,,,,,,,,,,,,,,,,,
16,0.1,2.094690232669482,0.4746934636304969,0.7701668664146769,,,,,,,,,,,,,,,,,,,,
17,0.1,2.0123879933253934,0.48151562644049045,0.7863925509357426,,,,,,,,,,,,,,,,,,,,
18,0.1,1.9539005949803405,0.4975569281829077,0.792753756799115,,,,,,,,,,,,,,,,,,,,
19,0.1,1.9071494490031857,0.5076979810085738,0.8055683599151839,,,,,,,,,,,,,,,,,,,,
20,0.1,1.8500779888163275,0.5205125841246427,0.8132202452290956,4.0785304550170896,0.2109,0.4654,0.15826655981753018,0.15826655981753018,0.2109,0.45171428571428573,0.14228571428571427,0.01,0.540623311385427,2.3853397036538557,0.4401689347724073,0.7207883622712342,0.2060177615194994,0.4120585821981323,0.21203697233029342,0.44157665254076317,0.15471945887912275,0.01111111111111111,0.3476369039790995
21,0.1,1.7992655494921523,0.5364616944777357,0.817645431916659,,,,,,,,,,,,,,,,,,,,
22,0.1,1.737222495250046,0.5471558956393473,0.8322116714298885,,,,,,,,,,,,,,,,,,,,
23,0.1,1.7085107076637336,0.5523186134415046,0.8379275375679911,,,,,,,,,,,,,,,,,,,,
24,0.001,1.6728586351815442,0.5566516087397437,0.8443809348206878,,,,,,,,,,,,,,,,,,,,
25,0.001,2.528984708160456,0.6084631695399649,0.8735134138471466,,,,,,,,,,,,,,,,,,,,
26,0.001,2.256475262216811,0.629482806305891,0.8844841891767309,,,,,,,,,,,,,,,,,,,,
27,1e-05,2.1201897013667677,0.6377800313450723,0.885682677237946,,,,,,,,,,,,,,,,,,,,
28,1e-05,2.0283804789241846,0.6402691988568268,0.8890937586429427,,,,,,,,,,,,,,,,,,,,
29,1e-05,2.043431145041244,0.6381487969023694,0.8848529547340278,,,,,,,,,,,,,,,,,,,,
30,1e-05,2.045567333549907,0.6398082419102056,0.8869733566884853,4.2055513999938965,0.345,0.6319,0.29307065576592933,0.29307065576592933,0.345,0.5528571428571428,0.3540000000000001,0.09200000000000001,0.3663111511766847,2.608856159887757,0.5227592679493196,0.8155795401220084,0.31243534640830356,0.5219201823508858,0.3425289258635717,0.5386639382268803,0.34951394519284834,0.10555555555555556,0.24152256765870622
